Taxon name,RelAbReads,PredictedRelAb,Mock_community,Tool,Level,ComType
Candida albicans,10.0,11.603994753049092,small_1,kraken,Species,EqualReads
Debaryomyces hansenii,10.0,11.634927575331888,small_1,kraken,Species,EqualReads
Kluyveromyces lactis,10.0,11.636555618609929,small_1,kraken,Species,EqualReads
Malassezia restricta,10.0,11.61946116419049,small_1,kraken,Species,EqualReads
Saccharomyces cerevisiae,10.0,11.558176963652771,small_1,kraken,Species,EqualReads
Saccharomyces kudriavzevii,10.0,11.643998102166693,small_1,kraken,Species,EqualReads
Yarrowia lipolytica,10.0,11.612716413467174,small_1,kraken,Species,EqualReads
Aspergillus,10.0,7.257072713569182,small_1,kraken,Genus,EqualReads
Candida,10.0,11.609574365543248,small_1,kraken,Genus,EqualReads
Debaryomyces,10.0,11.619213300336433,small_1,kraken,Genus,EqualReads
Kazachstania,10.0,0.09940877328876972,small_1,kraken,Genus,EqualReads
Kluyveromyces,10.0,11.653007637984835,small_1,kraken,Genus,EqualReads
Malassezia,10.0,11.607367862397819,small_1,kraken,Genus,EqualReads
Neurospora,10.0,9.705246019294128,small_1,kraken,Genus,EqualReads
Saccharomyces,20.0,23.327035121723487,small_1,kraken,Genus,EqualReads
Yarrowia,10.0,11.597032137137655,small_1,kraken,Genus,EqualReads
Aspergillaceae,10.0,7.252185109356966,small_1,kraken,Family,EqualReads
Debaryomycetaceae,20.0,23.211748261482338,small_1,kraken,Family,EqualReads
Dipodascaceae,10.0,11.583660543913883,small_1,kraken,Family,EqualReads
Malasseziaceae,10.0,11.593984351891056,small_1,kraken,Family,EqualReads
Saccharomycetaceae,40.0,35.67826838420805,small_1,kraken,Family,EqualReads
Sordariaceae,10.0,9.694055690564156,small_1,kraken,Family,EqualReads
Candida albicans,10.0,15.85031741785992,small_2,kraken,Species,EqualReads
Debaryomyces hansenii,10.0,15.860130385855397,small_2,kraken,Species,EqualReads
Kluyveromyces lactis,10.0,15.812806556328809,small_2,kraken,Species,EqualReads
Malassezia restricta,10.0,15.818504408713283,small_2,kraken,Species,EqualReads
Saccharomyces cerevisiae,10.0,15.703122897927724,small_2,kraken,Species,EqualReads
Tetrapisispora blattae,10.0,15.791756157241732,small_2,kraken,Species,EqualReads
Candida,20.0,16.09155124107178,small_2,kraken,Genus,EqualReads
Debaryomyces,10.0,15.817371058758534,small_2,kraken,Genus,EqualReads
Kluyveromyces,10.0,15.788642910698078,small_2,kraken,Genus,EqualReads
Malassezia,10.0,15.790379227339093,small_2,kraken,Genus,EqualReads
Saccharomyces,10.0,15.731344461544532,small_2,kraken,Genus,EqualReads
Tetrapisispora,10.0,15.760861844441814,small_2,kraken,Genus,EqualReads
Debaryomycetaceae,30.0,32.100241675448174,small_2,kraken,Family,EqualReads
Malasseziaceae,10.0,15.78083885989765,small_2,kraken,Family,EqualReads
Saccharomycetaceae,30.0,47.35892274588742,small_2,kraken,Family,EqualReads
Candida albicans,10.0,13.983926553434674,small_3,kraken,Species,EqualReads
Debaryomyces hansenii,10.0,14.016735228384833,small_3,kraken,Species,EqualReads
Fusarium falciforme,10.0,13.714446753203053,small_3,kraken,Species,EqualReads
Kluyveromyces lactis,10.0,14.001592763023222,small_3,kraken,Species,EqualReads
Kluyveromyces marxianus,10.0,13.972149080375646,small_3,kraken,Species,EqualReads
Malassezia restricta,10.0,14.01112690788053,small_3,kraken,Species,EqualReads
Saccharomyces cerevisiae,10.0,13.906391522462725,small_3,kraken,Species,EqualReads
Aspergillus,10.0,0.6628190601644349,small_3,kraken,Genus,EqualReads
Candida,10.0,13.926875010465563,small_3,kraken,Genus,EqualReads
Debaryomyces,10.0,13.950038792357628,small_3,kraken,Genus,EqualReads
Fusarium,10.0,13.90747883165233,small_3,kraken,Genus,EqualReads
Kluyveromyces,20.0,27.857238542300415,small_3,kraken,Genus,EqualReads
Malassezia,10.0,13.951852823469654,small_3,kraken,Genus,EqualReads
Saccharomyces,10.0,13.883198722922096,small_3,kraken,Genus,EqualReads
Aspergillaceae,10.0,0.7149543335997847,small_3,kraken,Family,EqualReads
Cryptococcaceae,10.0,0.08425998390132096,small_3,kraken,Family,EqualReads
Debaryomycetaceae,20.0,27.87345378046926,small_3,kraken,Family,EqualReads
Malasseziaceae,10.0,13.948096407929924,small_3,kraken,Family,EqualReads
Nectriaceae,10.0,13.903734363425588,small_3,kraken,Family,EqualReads
Saccharomycetaceae,30.0,41.75068251981993,small_3,kraken,Family,EqualReads
Candida albicans,2.0,4.332784661978951,median_1,kraken,Species,EqualReads
Cryptococcus neoformans,2.0,4.3920275296065165,median_1,kraken,Species,EqualReads
Debaryomyces hansenii,2.0,4.338197499524778,median_1,kraken,Species,EqualReads
Eremothecium cymbalariae,2.0,4.267063437603621,median_1,kraken,Species,EqualReads
Eremothecium sinecaudum,2.0,4.248779128098423,median_1,kraken,Species,EqualReads
Kazachstania africana,2.0,4.283642916385725,median_1,kraken,Species,EqualReads
Kazachstania naganishii,2.0,4.267660128356705,median_1,kraken,Species,EqualReads
Kluyveromyces lactis,2.0,4.269833787528652,median_1,kraken,Species,EqualReads
Malassezia japonica,2.0,4.27132551441136,median_1,kraken,Species,EqualReads
Malassezia restricta,2.0,4.264420949982823,median_1,kraken,Species,EqualReads
Malassezia vespertilionis,2.0,4.263440672317044,median_1,kraken,Species,EqualReads
Saccharomyces cerevisiae,2.0,4.237527245325993,median_1,kraken,Species,EqualReads
Saccharomyces paradoxus,2.0,4.2414909767571904,median_1,kraken,Species,EqualReads
Saccharomycodes ludwigii,2.0,4.207564845367592,median_1,kraken,Species,EqualReads
Sugiyamaella lignohabitans,2.0,4.273030345134456,median_1,kraken,Species,EqualReads
Torulaspora delbrueckii,2.0,4.2671912999078545,median_1,kraken,Species,EqualReads
Zygosaccharomyces rouxii,2.0,4.274820417393705,median_1,kraken,Species,EqualReads
Zygotorulaspora mrakii,2.0,4.265529089952836,median_1,kraken,Species,EqualReads
Aspergillus,8.0,8.307826440264774,median_1,kraken,Genus,EqualReads
Botrytis,2.0,1.9281264284142274,median_1,kraken,Genus,EqualReads
Candida,4.0,5.059168091553945,median_1,kraken,Genus,EqualReads
Cryptococcus,4.0,4.471719514466132,median_1,kraken,Genus,EqualReads
Debaryomyces,2.0,4.307928016387614,median_1,kraken,Genus,EqualReads
Eremothecium,4.0,8.470686823883932,median_1,kraken,Genus,EqualReads
Fusarium,2.0,4.056527112360121,median_1,kraken,Genus,EqualReads
Kazachstania,4.0,8.491763869373106,median_1,kraken,Genus,EqualReads
Kluyveromyces,2.0,4.258621273425994,median_1,kraken,Genus,EqualReads
Malassezia,6.0,12.713944708730468,median_1,kraken,Genus,EqualReads
Neurospora,2.0,1.6825238280654828,median_1,kraken,Genus,EqualReads
Penicillium,2.0,0.07728250012697016,median_1,kraken,Genus,EqualReads
Saccharomyces,4.0,8.48630415277049,median_1,kraken,Genus,EqualReads
Saccharomycodes,2.0,4.1782068428448085,median_1,kraken,Genus,EqualReads
Sugiyamaella,2.0,4.243215561462018,median_1,kraken,Genus,EqualReads
Torulaspora,2.0,4.246643755607849,median_1,kraken,Genus,EqualReads
Zygosaccharomyces,2.0,4.244993143611708,median_1,kraken,Genus,EqualReads
Zygotorulaspora,2.0,4.23576664578713,median_1,kraken,Genus,EqualReads
Aspergillaceae,10.0,8.384029671039759,median_1,kraken,Family,EqualReads
Chaetomiaceae,2.0,0.4950949048120351,median_1,kraken,Family,EqualReads
Cryptococcaceae,14.0,4.465193961828458,median_1,kraken,Family,EqualReads
Debaryomycetaceae,10.0,9.457474876522106,median_1,kraken,Family,EqualReads
Didymellaceae,2.0,0.5926769906174972,median_1,kraken,Family,EqualReads
Malasseziaceae,6.0,12.695391327830588,median_1,kraken,Family,EqualReads
Nectriaceae,2.0,4.050607447427598,median_1,kraken,Family,EqualReads
Phaffomycetaceae,2.0,0.01124159152198048,median_1,kraken,Family,EqualReads
Saccharomycetaceae,20.0,42.57110412291708,median_1,kraken,Family,EqualReads
Saccharomycodaceae,2.0,4.172109611433966,median_1,kraken,Family,EqualReads
Sclerotiniaceae,2.0,1.9253127254393412,median_1,kraken,Family,EqualReads
Sordariaceae,2.0,1.680068531446662,median_1,kraken,Family,EqualReads
Trichomonascaceae,2.0,4.237023463230064,median_1,kraken,Family,EqualReads
Ustilaginaceae,2.0,0.6037917972726885,median_1,kraken,Family,EqualReads
Ascochyta rabiei,2.0,4.872469182766325,median_2,kraken,Species,EqualReads
Brettanomyces bruxellensis,2.0,4.741120134114789,median_2,kraken,Species,EqualReads
Candida albicans,2.0,4.855572682796059,median_2,kraken,Species,EqualReads
Cryptococcus gattii,2.0,9.016736974356022,median_2,kraken,Species,EqualReads
Debaryomyces hansenii,2.0,4.867513505400744,median_2,kraken,Species,EqualReads
Fusarium falciforme,2.0,4.6326143982722146,median_2,kraken,Species,EqualReads
Kluyveromyces lactis,2.0,4.75745027095756,median_2,kraken,Species,EqualReads
Malassezia restricta,2.0,4.794358268099313,median_2,kraken,Species,EqualReads
Naumovozyma castellii,2.0,4.753627319846969,median_2,kraken,Species,EqualReads
Neurospora crassa,2.0,8.719065953930135,median_2,kraken,Species,EqualReads
Saccharomyces cerevisiae,2.0,4.703362592281792,median_2,kraken,Species,EqualReads
Tetrapisispora blattae,2.0,4.75027633800929,median_2,kraken,Species,EqualReads
Tetrapisispora phaffii,2.0,4.752919365937601,median_2,kraken,Species,EqualReads
Ascochyta,2.0,4.834197745224195,median_2,kraken,Genus,EqualReads
Aspergillus,8.0,6.895440812603369,median_2,kraken,Genus,EqualReads
Brettanomyces,2.0,4.738953228105467,median_2,kraken,Genus,EqualReads
Candida,6.0,5.213255938968587,median_2,kraken,Genus,EqualReads
Cryptococcus,6.0,9.222282159774785,median_2,kraken,Genus,EqualReads
Debaryomyces,2.0,4.8292809928655585,median_2,kraken,Genus,EqualReads
Fusarium,2.0,4.887017713419831,median_2,kraken,Genus,EqualReads
Kluyveromyces,2.0,4.781190472176801,median_2,kraken,Genus,EqualReads
Malassezia,4.0,4.895914693878316,median_2,kraken,Genus,EqualReads
Naumovozyma,2.0,4.758667063752952,median_2,kraken,Genus,EqualReads
Neurospora,4.0,8.650580925997726,median_2,kraken,Genus,EqualReads
Ogataea,8.0,11.495647971769413,median_2,kraken,Genus,EqualReads
Saccharomyces,2.0,4.799593173861982,median_2,kraken,Genus,EqualReads
Scheffersomyces,2.0,0.2793183601834838,median_2,kraken,Genus,EqualReads
Tetrapisispora,4.0,9.429909587948057,median_2,kraken,Genus,EqualReads
Aspergillaceae,8.0,6.952248799221182,median_2,kraken,Family,EqualReads
Chaetomiaceae,2.0,0.5444808106735064,median_2,kraken,Family,EqualReads
Cordycipitaceae,2.0,0.6631916483654126,median_2,kraken,Family,EqualReads
Cryptococcaceae,8.0,9.204623366499147,median_2,kraken,Family,EqualReads
Debaryomycetaceae,16.0,10.50198326551081,median_2,kraken,Family,EqualReads
Didymellaceae,2.0,4.82494124047217,median_2,kraken,Family,EqualReads
Dipodascaceae,2.0,0.037249030567105976,median_2,kraken,Family,EqualReads
Malasseziaceae,4.0,4.8865400137311985,median_2,kraken,Family,EqualReads
Metschnikowiaceae,2.0,0.1302547656091899,median_2,kraken,Family,EqualReads
Nectriaceae,2.0,4.877660069179441,median_2,kraken,Family,EqualReads
Phaffomycetaceae,2.0,0.034725256852396164,median_2,kraken,Family,EqualReads
Pichiaceae,10.0,16.249083379407782,median_2,kraken,Family,EqualReads
Saccharomycetaceae,10.0,24.15545885244009,median_2,kraken,Family,EqualReads
Sordariaceae,4.0,8.634016824223368,median_2,kraken,Family,EqualReads
Trichosporonaceae,2.0,0.112448139955404,median_2,kraken,Family,EqualReads
Candida albicans,2.0,4.628503979914194,median_3,kraken,Species,EqualReads
Candida dubliniensis,2.0,4.577806632730484,median_3,kraken,Species,EqualReads
Candida orthopsilosis,2.0,5.037574666501125,median_3,kraken,Species,EqualReads
Debaryomyces hansenii,2.0,6.266209355902275,median_3,kraken,Species,EqualReads
Encephalitozoon cuniculi,2.0,4.307765660996841,median_3,kraken,Species,EqualReads
Eremothecium gossypii,2.0,4.278623308364027,median_3,kraken,Species,EqualReads
Kluyveromyces lactis,2.0,4.34186566237636,median_3,kraken,Species,EqualReads
Kluyveromyces marxianus,2.0,4.326906496158038,median_3,kraken,Species,EqualReads
Komagataella phaffii,2.0,4.335528493978397,median_3,kraken,Species,EqualReads
Lodderomyces elongisporus,2.0,4.376957193505222,median_3,kraken,Species,EqualReads
Malassezia restricta,2.0,4.448218005490488,median_3,kraken,Species,EqualReads
Nakaseomyces glabratus,2.0,4.348375270730732,median_3,kraken,Species,EqualReads
Ogataea parapolymorpha,2.0,4.328932665645822,median_3,kraken,Species,EqualReads
Pichia kudriavzevii,2.0,4.341736332409055,median_3,kraken,Species,EqualReads
Saccharomyces cerevisiae,2.0,4.300738732773248,median_3,kraken,Species,EqualReads
Saccharomyces eubayanus,2.0,4.329449985515044,median_3,kraken,Species,EqualReads
Saccharomyces kudriavzevii,2.0,4.332985004621391,median_3,kraken,Species,EqualReads
Scheffersomyces stipitis,2.0,4.436190318531088,median_3,kraken,Species,EqualReads
Tetrapisispora blattae,2.0,4.3830788119576765,median_3,kraken,Species,EqualReads
Aspergillus,2.0,3.0603794520929415,median_3,kraken,Genus,EqualReads
Candida,10.0,14.260578239234325,median_3,kraken,Genus,EqualReads
Cryptococcus,2.0,4.077064290931836,median_3,kraken,Genus,EqualReads
Debaryomyces,4.0,6.227264256229771,median_3,kraken,Genus,EqualReads
Encephalitozoon,2.0,4.2820635304853365,median_3,kraken,Genus,EqualReads
Eremothecium,2.0,4.314152230678768,median_3,kraken,Genus,EqualReads
Kazachstania,2.0,0.08782621548269073,median_3,kraken,Genus,EqualReads
Kluyveromyces,4.0,8.623077730484908,median_3,kraken,Genus,EqualReads
Komagataella,2.0,4.308582763355476,median_3,kraken,Genus,EqualReads
Lodderomyces,2.0,4.349753979491507,median_3,kraken,Genus,EqualReads
Malassezia,6.0,4.621758195149851,median_3,kraken,Genus,EqualReads
Nakaseomyces,2.0,4.321349696142716,median_3,kraken,Genus,EqualReads
Ogataea,2.0,4.302027928736524,median_3,kraken,Genus,EqualReads
Penicillium,2.0,0.06906139480882804,median_3,kraken,Genus,EqualReads
Pichia,2.0,4.314752019467431,median_3,kraken,Genus,EqualReads
Saccharomyces,6.0,12.973474340821411,median_3,kraken,Genus,EqualReads
Scheffersomyces,6.0,4.408618964893077,median_3,kraken,Genus,EqualReads
Tetrapisispora,2.0,4.4189010584130015,median_3,kraken,Genus,EqualReads
Aspergillaceae,4.0,3.134509574236134,median_3,kraken,Family,EqualReads
Cryptococcaceae,4.0,4.068462521749911,median_3,kraken,Family,EqualReads
Debaryomycetaceae,26.0,29.238250772736407,median_3,kraken,Family,EqualReads
Malasseziaceae,6.0,4.612007233582291,median_3,kraken,Family,EqualReads
Metschnikowiaceae,2.0,0.06737662937296128,median_3,kraken,Family,EqualReads
Phaffomycetaceae,4.0,4.299492537696284,median_3,kraken,Family,EqualReads
Pichiaceae,4.0,8.633742181788644,median_3,kraken,Family,EqualReads
Saccharomycetaceae,18.0,35.06889431360059,median_3,kraken,Family,EqualReads
Sordariaceae,2.0,1.2912286401976838,median_3,kraken,Family,EqualReads
Unikaryonidae,2.0,4.2730292549666755,median_3,kraken,Family,EqualReads
Ascochyta rabiei,1.0,2.433341211280471,large_1,kraken,Species,EqualReads
Brettanomyces bruxellensis,1.0,2.261180707139826,large_1,kraken,Species,EqualReads
Candida albicans,1.0,2.4867028722425593,large_1,kraken,Species,EqualReads
Candida dubliniensis,1.0,2.463923536989885,large_1,kraken,Species,EqualReads
Cryptococcus gattii,1.0,6.363260012957012,large_1,kraken,Species,EqualReads
Cryptococcus neoformans,1.0,2.435904729759054,large_1,kraken,Species,EqualReads
Debaryomyces hansenii,1.0,2.3973170305551164,large_1,kraken,Species,EqualReads
Encephalitozoon cuniculi,1.0,2.2475310955915804,large_1,kraken,Species,EqualReads
Eremothecium gossypii,1.0,2.240402715260783,large_1,kraken,Species,EqualReads
Eremothecium sinecaudum,1.0,2.258189935581479,large_1,kraken,Species,EqualReads
Fusarium falciforme,1.0,2.22104140464622,large_1,kraken,Species,EqualReads
Kazachstania naganishii,1.0,2.272739027297649,large_1,kraken,Species,EqualReads
Kluyveromyces lactis,1.0,2.2837351723505193,large_1,kraken,Species,EqualReads
Kluyveromyces marxianus,1.0,2.2780909342967965,large_1,kraken,Species,EqualReads
Lachancea thermotolerans,1.0,2.266285257092795,large_1,kraken,Species,EqualReads
Malassezia japonica,1.0,2.337366677362985,large_1,kraken,Species,EqualReads
Malassezia restricta,1.0,2.32677529838568,large_1,kraken,Species,EqualReads
Nakaseomyces glabratus,1.0,2.28976168947561,large_1,kraken,Species,EqualReads
Naumovozyma castellii,1.0,2.313665374938189,large_1,kraken,Species,EqualReads
Ogataea parapolymorpha,1.0,6.108459768388355,large_1,kraken,Species,EqualReads
Pichia kudriavzevii,1.0,2.2783158043387775,large_1,kraken,Species,EqualReads
Saccharomyces cerevisiae,1.0,2.255424034065113,large_1,kraken,Species,EqualReads
Saccharomyces eubayanus,1.0,2.2748977797006664,large_1,kraken,Species,EqualReads
Saccharomyces kudriavzevii,1.0,2.2744480396167046,large_1,kraken,Species,EqualReads
Saccharomyces paradoxus,1.0,2.258167448577281,large_1,kraken,Species,EqualReads
Saccharomycodes ludwigii,1.0,2.2476210436083726,large_1,kraken,Species,EqualReads
Scheffersomyces stipitis,1.0,2.3953156871814856,large_1,kraken,Species,EqualReads
Talaromyces marneffei,1.0,2.278450726363966,large_1,kraken,Species,EqualReads
Tetrapisispora blattae,1.0,2.322570228600636,large_1,kraken,Species,EqualReads
Tetrapisispora phaffii,1.0,2.3084483899642296,large_1,kraken,Species,EqualReads
Zygosaccharomyces rouxii,1.0,2.2810592188509458,large_1,kraken,Species,EqualReads
Zygotorulaspora mrakii,1.0,2.270872605949207,large_1,kraken,Species,EqualReads
Ascochyta,1.0,2.4146749111324834,large_1,kraken,Genus,EqualReads
Aspergillus,4.0,4.2567819359618335,large_1,kraken,Genus,EqualReads
Botrytis,1.0,1.029100346097974,large_1,kraken,Genus,EqualReads
Brettanomyces,1.0,2.263828856671702,large_1,kraken,Genus,EqualReads
Candida,5.0,5.166231905725679,large_1,kraken,Genus,EqualReads
Cryptococcus,5.0,8.790397622166337,large_1,kraken,Genus,EqualReads
Debaryomyces,1.0,2.3789270739658903,large_1,kraken,Genus,EqualReads
Encephalitozoon,1.0,2.2314058807646737,large_1,kraken,Genus,EqualReads
Eremothecium,2.0,4.502018346986091,large_1,kraken,Genus,EqualReads
Fusarium,2.0,4.486375878912569,large_1,kraken,Genus,EqualReads
Kazachstania,3.0,2.3184993941611864,large_1,kraken,Genus,EqualReads
Kluyveromyces,2.0,4.5324330174343235,large_1,kraken,Genus,EqualReads
Lachancea,1.0,2.2489004527613083,large_1,kraken,Genus,EqualReads
Malassezia,4.0,4.662883614235762,large_1,kraken,Genus,EqualReads
Nakaseomyces,1.0,2.272196796083358,large_1,kraken,Genus,EqualReads
Naumovozyma,1.0,2.3918025434072914,large_1,kraken,Genus,EqualReads
Neurospora,1.0,2.583060166600095,large_1,kraken,Genus,EqualReads
Ogataea,3.0,6.061601422772845,large_1,kraken,Genus,EqualReads
Pichia,1.0,2.260838712988604,large_1,kraken,Genus,EqualReads
Saccharomyces,4.0,9.057524562691487,large_1,kraken,Genus,EqualReads
Saccharomycodes,1.0,2.2303794135301773,large_1,kraken,Genus,EqualReads
Scheffersomyces,2.0,2.3769410830121904,large_1,kraken,Genus,EqualReads
Talaromyces,1.0,2.3032362726743263,large_1,kraken,Genus,EqualReads
Tetrapisispora,2.0,4.59747979979426,large_1,kraken,Genus,EqualReads
Zygosaccharomyces,1.0,2.2635610826105292,large_1,kraken,Genus,EqualReads
Zygotorulaspora,1.0,2.253452611801249,large_1,kraken,Genus,EqualReads
Aspergillaceae,4.0,4.295601971226085,large_1,kraken,Family,EqualReads
Chaetomiaceae,1.0,0.2993311975118303,large_1,kraken,Family,EqualReads
Cordycipitaceae,1.0,0.3433969893645352,large_1,kraken,Family,EqualReads
Cryptococcaceae,8.0,8.771564181970568,large_1,kraken,Family,EqualReads
Debaryomycetaceae,14.0,10.03087945434125,large_1,kraken,Family,EqualReads
Didymellaceae,1.0,2.409501466484614,large_1,kraken,Family,EqualReads
Dipodascaceae,1.0,0.021531895261023573,large_1,kraken,Family,EqualReads
Malasseziaceae,4.0,4.652893379042408,large_1,kraken,Family,EqualReads
Metschnikowiaceae,2.0,0.08463571239622607,large_1,kraken,Family,EqualReads
Nectriaceae,2.0,4.4767638118090085,large_1,kraken,Family,EqualReads
Phaffomycetaceae,1.0,0.023023763908891805,large_1,kraken,Family,EqualReads
Pichiaceae,5.0,10.565102030455495,large_1,kraken,Family,EqualReads
Saccharomycetaceae,18.0,36.513062089346455,large_1,kraken,Family,EqualReads
Saccharomycodaceae,1.0,2.2256008222645587,large_1,kraken,Family,EqualReads
Sclerotiniaceae,1.0,1.0268954970505533,large_1,kraken,Family,EqualReads
Sordariaceae,2.0,2.5775259562878032,large_1,kraken,Family,EqualReads
Trichocomaceae,1.0,2.298301585477839,large_1,kraken,Family,EqualReads
Trichosporonaceae,1.0,0.06397221828843921,large_1,kraken,Family,EqualReads
Unikaryonidae,1.0,2.2266250902914533,large_1,kraken,Family,EqualReads
Ustilaginaceae,1.0,0.35611127291577044,large_1,kraken,Family,EqualReads
Ascochyta rabiei,1.0,2.4079131531221085,large_2,kraken,Species,EqualReads
Aspergillus chevalieri,1.0,3.586472634350075,large_2,kraken,Species,EqualReads
Aspergillus flavus,1.0,1.2014280551754692,large_2,kraken,Species,EqualReads
Aspergillus oryzae,1.0,1.230271100007496,large_2,kraken,Species,EqualReads
Brettanomyces bruxellensis,1.0,2.251905621261061,large_2,kraken,Species,EqualReads
Candida albicans,1.0,2.5114482721584066,large_2,kraken,Species,EqualReads
Candida dubliniensis,1.0,2.4875951412112065,large_2,kraken,Species,EqualReads
Candida orthopsilosis,1.0,3.238968766047999,large_2,kraken,Species,EqualReads
Cryptococcus gattii,1.0,6.331596559868339,large_2,kraken,Species,EqualReads
Debaryomyces hansenii,1.0,2.3850445791746058,large_2,kraken,Species,EqualReads
Eremothecium cymbalariae,1.0,2.256045235918877,large_2,kraken,Species,EqualReads
Fusarium falciforme,1.0,2.202722523867116,large_2,kraken,Species,EqualReads
Kluyveromyces lactis,1.0,2.274125282640582,large_2,kraken,Species,EqualReads
Kluyveromyces marxianus,1.0,2.2668306103246465,large_2,kraken,Species,EqualReads
Komagataella phaffii,1.0,2.2604757424175124,large_2,kraken,Species,EqualReads
Lodderomyces elongisporus,1.0,2.34188070525608,large_2,kraken,Species,EqualReads
Malassezia japonica,1.0,2.341433179347127,large_2,kraken,Species,EqualReads
Malassezia restricta,1.0,2.3137984544692736,large_2,kraken,Species,EqualReads
Naumovozyma castellii,1.0,2.304512291858497,large_2,kraken,Species,EqualReads
Neurospora crassa,1.0,4.77926343948275,large_2,kraken,Species,EqualReads
Pichia kudriavzevii,1.0,2.269314379119336,large_2,kraken,Species,EqualReads
Saccharomyces cerevisiae,1.0,2.2463562999900426,large_2,kraken,Species,EqualReads
Saccharomyces eubayanus,1.0,2.2648614963252527,large_2,kraken,Species,EqualReads
Saccharomyces mikatae,1.0,2.267457146597181,large_2,kraken,Species,EqualReads
Saccharomyces paradoxus,1.0,2.2467590733081004,large_2,kraken,Species,EqualReads
Saccharomycodes ludwigii,1.0,2.237450534401876,large_2,kraken,Species,EqualReads
Scheffersomyces stipitis,1.0,2.362287886704341,large_2,kraken,Species,EqualReads
Talaromyces marneffei,1.0,2.269202497642098,large_2,kraken,Species,EqualReads
Tetrapisispora blattae,1.0,2.311627953810851,large_2,kraken,Species,EqualReads
Tetrapisispora phaffii,1.0,2.3003055483143378,large_2,kraken,Species,EqualReads
Torulaspora delbrueckii,1.0,2.265398527415997,large_2,kraken,Species,EqualReads
Yarrowia lipolytica,1.0,2.2534943382378443,large_2,kraken,Species,EqualReads
Zygotorulaspora mrakii,1.0,2.2612141601672855,large_2,kraken,Species,EqualReads
Ascochyta,1.0,2.337210294845562,large_2,kraken,Genus,EqualReads
Aspergillus,8.0,10.063383336153219,large_2,kraken,Genus,EqualReads
Botrytis,1.0,1.0006717769205424,large_2,kraken,Genus,EqualReads
Brettanomyces,1.0,2.2083498852245347,large_2,kraken,Genus,EqualReads
Candida,9.0,8.089492935482701,large_2,kraken,Genus,EqualReads
Cryptococcus,4.0,6.375343245861882,large_2,kraken,Genus,EqualReads
Debaryomyces,1.0,2.31501320422822,large_2,kraken,Genus,EqualReads
Eremothecium,1.0,2.2273325243630446,large_2,kraken,Genus,EqualReads
Fusarium,2.0,4.298959625403462,large_2,kraken,Genus,EqualReads
Kazachstania,2.0,0.08685534772871853,large_2,kraken,Genus,EqualReads
Kluyveromyces,2.0,4.413159529969005,large_2,kraken,Genus,EqualReads
Komagataella,1.0,2.194102046237278,large_2,kraken,Genus,EqualReads
Lodderomyces,1.0,2.2731167386696556,large_2,kraken,Genus,EqualReads
Malassezia,4.0,4.556463251978029,large_2,kraken,Genus,EqualReads
Naumovozyma,1.0,2.3319325130255875,large_2,kraken,Genus,EqualReads
Neurospora,2.0,4.6389313078234755,large_2,kraken,Genus,EqualReads
Ogataea,4.0,5.33942109900793,large_2,kraken,Genus,EqualReads
Pichia,1.0,2.2026811566030804,large_2,kraken,Genus,EqualReads
Saccharomyces,4.0,8.827752531543434,large_2,kraken,Genus,EqualReads
Saccharomycodes,1.0,2.171752920752694,large_2,kraken,Genus,EqualReads
Scheffersomyces,2.0,2.2929247099446224,large_2,kraken,Genus,EqualReads
Talaromyces,1.0,2.2453160772311063,large_2,kraken,Genus,EqualReads
Tetrapisispora,2.0,4.4784042072826,large_2,kraken,Genus,EqualReads
Torulaspora,1.0,2.2181887130617715,large_2,kraken,Genus,EqualReads
Yarrowia,1.0,2.1873256350116317,large_2,kraken,Genus,EqualReads
Zygotorulaspora,1.0,2.1948187820399907,large_2,kraken,Genus,EqualReads
Aspergillaceae,8.0,10.098769146466022,large_2,kraken,Family,EqualReads
Chaetomiaceae,1.0,0.28480178541391743,large_2,kraken,Family,EqualReads
Cryptococcaceae,9.0,6.362661334933316,large_2,kraken,Family,EqualReads
Debaryomycetaceae,18.0,14.986916328664599,large_2,kraken,Family,EqualReads
Didymellaceae,1.0,2.332561087479386,large_2,kraken,Family,EqualReads
Dipodascaceae,2.0,2.182974580047965,large_2,kraken,Family,EqualReads
Malasseziaceae,4.0,4.547399479427683,large_2,kraken,Family,EqualReads
Metschnikowiaceae,1.0,0.06221029942445719,large_2,kraken,Family,EqualReads
Nectriaceae,2.0,4.290408082223374,large_2,kraken,Family,EqualReads
Phaffomycetaceae,3.0,2.189737511553341,large_2,kraken,Family,EqualReads
Pichiaceae,6.0,9.733852633988413,large_2,kraken,Family,EqualReads
Saccharomycetaceae,14.0,26.938316862415963,large_2,kraken,Family,EqualReads
Saccharomycodaceae,1.0,2.167432843223109,large_2,kraken,Family,EqualReads
Sclerotiniaceae,1.0,0.9986812283564515,large_2,kraken,Family,EqualReads
Sordariaceae,3.0,4.629703488805614,large_2,kraken,Family,EqualReads
Trichocomaceae,1.0,2.2408496669689755,large_2,kraken,Family,EqualReads
Trichosporonaceae,1.0,0.054276860543150104,large_2,kraken,Family,EqualReads
Ascochyta rabiei,0.6060606060606061,1.9870798216411605,complete_1,kraken,Species,EqualReads
Aspergillus chevalieri,0.6060606060606061,2.6554461497566275,complete_1,kraken,Species,EqualReads
Aspergillus flavus,0.6060606060606061,0.8750586353953224,complete_1,kraken,Species,EqualReads
