Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kazachstania	genus	Kazachstania	71245	15.1803	5.6571	9533	627987
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kazachstania|species-Kazachstania_africana	species	Kazachstania africana	432096	15.0459	5.0642	4787	318160
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Eremothecium	genus	Eremothecium	33170	17.0102	6.339	4745	278950
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Eremothecium|species-Eremothecium_cymbalariae	species	Eremothecium cymbalariae	45285	17.0102	5.7253	4745	278950
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kluyveromyces	genus	Kluyveromyces	4910	15.268	5.6898	4418	289364
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kluyveromyces|species-Kluyveromyces_lactis	species	Kluyveromyces lactis	28985	15.268	5.1389	4418	289364
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces	genus	Saccharomyces	4930	9.3331	3.4781	5257	563262
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_cerevisiae	species	Saccharomyces cerevisiae	4932	14.0497	4.7288	4321	307552
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Torulaspora	genus	Torulaspora	4948	18.082	6.7384	6051	334643
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Torulaspora|species-Torulaspora_delbrueckii	species	Torulaspora delbrueckii	4950	18.082	6.086	6051	334643
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygosaccharomyces	genus	Zygosaccharomyces	4953	12.5542	4.6785	4553	362668
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygosaccharomyces|species-Zygosaccharomyces_rouxii	species	Zygosaccharomyces rouxii	4956	11.5319	3.8814	1741	150972
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Hyphopichia	genus	Hyphopichia	507510	13.1334	4.8943	4465	339972
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Hyphopichia|species-Hyphopichia_burtonii	species	Hyphopichia burtonii	717740	13.1334	4.4205	4465	339972
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces	genus	Debaryomyces	4958	12.7431	4.7488	4222	331317
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces|species-Debaryomyces_hansenii	species	Debaryomyces hansenii	4959	12.991	4.3725	4217	324609
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida	genus	Candida	1535326	11.9276	4.4449	6974	584695
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida|species-Candida_parapsilosis	species	Candida parapsilosis	5480	12.7079	4.2772	3965	312010
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycodaceae|genus-Saccharomycodes	genus	Saccharomycodes	36034	13.289	4.9523	3638	273760
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycodaceae|genus-Saccharomycodes|species-Saccharomycodes_ludwigii	species	Saccharomycodes ludwigii	36035	13.289	4.4728	3638	273760
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Wickerhamomyces	genus	Wickerhamomyces	599737	9.0885	3.3869	2466	271332
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Wickerhamomyces|species-Wickerhamomyces_ciferrii	species	Wickerhamomyces ciferrii	1041607	9.0885	3.059	2466	271332
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina	genus	Diutina	1910789	12.6706	4.7219	4135	326345
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina|species-Diutina_rugosa	species	Diutina rugosa	5481	12.6706	4.2647	4135	326345
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Trichomonascaceae|genus-Sugiyamaella	genus	Sugiyamaella	410829	10.2843	3.8326	3497	340032
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Trichomonascaceae|genus-Sugiyamaella|species-Sugiyamaella_lignohabitans	species	Sugiyamaella lignohabitans	796027	10.2843	3.4615	3497	340032
phylum-Ascomycota|class-Pneumocystidomycetes	class	Pneumocystidomycetes	147553	11.38	15.9334	5751	505361
phylum-Ascomycota|class-Pneumocystidomycetes|order-Pneumocystidales	order	Pneumocystidales	37987	11.38	13.7997	5751	505361
phylum-Ascomycota|class-Pneumocystidomycetes|order-Pneumocystidales|family-Pneumocystidaceae|genus-Pneumocystis	genus	Pneumocystis	4753	11.38	4.2409	5751	505361
phylum-Ascomycota|class-Pneumocystidomycetes|order-Pneumocystidales|family-Pneumocystidaceae|genus-Pneumocystis|species-Pneumocystis_jirovecii	species	Pneumocystis jirovecii	42068	12.2	4.1063	3048	249836
phylum-Basidiomycota	phylum	Basidiomycota	5204	9.1888	43.3359	31701	3449955
phylum-Basidiomycota|class-Microbotryomycetes	class	Microbotryomycetes	162481	3.2171	4.5043	1049	326069
phylum-Basidiomycota|class-Microbotryomycetes|order-Sporidiobolales	order	Sporidiobolales	231213	3.2171	3.9012	1049	326069
phylum-Basidiomycota|class-Microbotryomycetes|order-Sporidiobolales|family-Sporidiobolaceae|genus-Rhodotorula	genus	Rhodotorula	5533	3.2171	1.1989	1049	326069
phylum-Basidiomycota|class-Microbotryomycetes|order-Sporidiobolales|family-Sporidiobolaceae|genus-Rhodotorula|species-Rhodotorula_graminis	species	Rhodotorula graminis	29898	3.2804	1.1041	1045	318561
phylum-Basidiomycota|class-Tremellomycetes	class	Tremellomycetes	155616	3.9574	5.5409	6618	1672292
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales	order	Tremellales	5234	3.9574	4.7989	6618	1672292
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus	genus	Cryptococcus	5206	3.9577	1.4749	2691	679944
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_neoformans	species	Cryptococcus neoformans	5207	4.5965	1.5471	1408	306322
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_wingfieldii	species	Cryptococcus wingfieldii	5619	4.0139	1.351	1164	289991
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella	genus	Kwoniella	490731	3.9573	1.4747	3927	992348
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella|species-Kwoniella_shandongensis	species	Kwoniella shandongensis	1734106	4.0216	1.3536	1369	340416
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella|species-Kwoniella_mangrovensis	species	Kwoniella mangrovensis	463800	4.2543	1.4319	1386	325787
phylum-Basidiomycota|class-Ustilaginomycetes	class	Ustilaginomycetes	5257	6.9166	9.6841	2987	431860
phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales	order	Ustilaginales	5267	6.9166	8.3873	2987	431860
phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales|family-Ustilaginaceae|genus-Pseudozyma	genus	Pseudozyma	63298	6.9166	2.5775	2987	431860
phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales|family-Ustilaginaceae|genus-Pseudozyma|species-Pseudozyma_hubeiensis	species	Pseudozyma hubeiensis	327079	7.6192	2.5645	2904	381143
phylum-Basidiomycota|class-Malasseziomycetes	class	Malasseziomycetes	1538075	20.6397	28.8981	21047	1019734
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales	order	Malasseziales	162474	20.6397	25.0284	21047	1019734
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia	genus	Malassezia	55193	20.6397	7.6916	21047	1019734
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia|species-Malassezia_restricta	species	Malassezia restricta	76775	22.4479	7.5555	7819	348317
phylum-Mucoromycota	phylum	Mucoromycota	1913637	3.3806	15.9432	999	295514
phylum-Mucoromycota|class-Mucoromycetes	class	Mucoromycetes	2212703	3.3806	4.7332	999	295514
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales	order	Mucorales	4827	3.3806	4.0994	999	295514
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Rhizopodaceae|genus-Rhizopus	genus	Rhizopus	4842	3.4677	1.2923	981	282896
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Rhizopodaceae|genus-Rhizopus|species-Rhizopus_microsporus	species	Rhizopus microsporus	58291	3.642	1.2258	931	255628
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Mucor	genus	Mucor	4830	1.1709	0.4363	13	11103
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Mucor|species-Mucor_racemosus	species	Mucor racemosus	4841	1.1709	0.3941	13	11103
