Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Cyphellophoraceae|genus-Cyphellophora|species-Cyphellophora_europaea	species	Cyphellophora europaea	293227	21.2108	3.7716	8275	390131
phylum-Ascomycota|class-Leotiomycetes	class	Leotiomycetes	147548	5.2243	4.0105	5121	980229
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales	order	Helotiales	5178	5.2243	3.0986	5121	980229
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Rutstroemiaceae|genus-Rutstroemia	genus	Rutstroemia	38452	0.0473	0.0097	14	295747
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Rutstroemiaceae|genus-Rutstroemia|species-Rutstroemia_sydowiana	species	Rutstroemia sydowiana	54687	0.0473	0.0084	14	295747
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botryotinia	genus	Botryotinia	40558	0.0236	0.0048	8	339461
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botryotinia|species-Botryotinia_narcissicola	species	Botryotinia narcissicola	278944	0.0148	0.0026	5	337586
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botrytis	genus	Botrytis	33196	14.7788	3.0232	5099	345021
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botrytis|species-Botrytis_porri	species	Botrytis porri	87229	14.9132	2.6518	5094	341577
phylum-Ascomycota|class-Sordariomycetes	class	Sordariomycetes	147550	8.0321	6.1659	8679	1080539
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales	order	Sordariales	5139	10.703	6.3481	6572	614036
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Neurospora	genus	Neurospora	5140	1.7667	0.3614	462	261503
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Neurospora|species-Neurospora_sublineolata	species	Neurospora sublineolata	165293	1.9126	0.3401	269	140646
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Chaetomiaceae|genus-Chaetomium	genus	Chaetomium	5149	17.3317	3.5454	6110	352533
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Chaetomiaceae|genus-Chaetomium|species-Chaetomium_globosum	species	Chaetomium globosum	38033	18.1262	3.2231	6100	336530
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales	order	Hypocreales	5125	4.5166	2.6789	2107	466503
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Nectriaceae|genus-Fusarium	genus	Fusarium	5506	4.5166	0.9239	2107	466503
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Nectriaceae|genus-Fusarium|species-Fusarium_proliferatum	species	Fusarium proliferatum	948311	7.8311	1.3925	1546	197419
phylum-Ascomycota|class-Dothideomycetes	class	Dothideomycetes	147541	4.6378	3.5603	2458	529987
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales	order	Pleosporales	92860	4.6378	2.7508	2458	529987
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Alternaria	genus	Alternaria	5598	4.6378	0.9487	2458	529987
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Alternaria|species-Alternaria_alternata	species	Alternaria alternata	5599	2.315	0.4116	304	131319
phylum-Ascomycota|class-Saccharomycetes	class	Saccharomycetes	4891	20.5099	15.7445	108832	5306321
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales	order	Saccharomycetales	4892	20.5099	12.1648	108832	5306321
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygotorulaspora	genus	Zygotorulaspora	1196389	21.9389	4.4879	7409	337710
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygotorulaspora|species-Zygotorulaspora_mrakii	species	Zygotorulaspora mrakii	42260	21.9389	3.9011	7409	337710
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kazachstania	genus	Kazachstania	71245	22.5374	4.6103	14176	628998
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kazachstania|species-Kazachstania_africana	species	Kazachstania africana	432096	22.6396	4.0257	7203	318160
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Eremothecium	genus	Eremothecium	33170	21.7781	4.455	6075	278950
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Eremothecium|species-Eremothecium_cymbalariae	species	Eremothecium cymbalariae	45285	21.7781	3.8725	6075	278950
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kluyveromyces	genus	Kluyveromyces	4910	22.0242	4.5053	6373	289364
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kluyveromyces|species-Kluyveromyces_lactis	species	Kluyveromyces lactis	28985	22.0242	3.9162	6373	289364
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces	genus	Saccharomyces	4930	14.2699	2.9191	8434	591036
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_cerevisiae	species	Saccharomyces cerevisiae	4932	22.212	3.9496	6848	308302
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Torulaspora	genus	Torulaspora	4948	22.3204	4.5659	7509	336419
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Torulaspora|species-Torulaspora_delbrueckii	species	Torulaspora delbrueckii	4950	22.4358	3.9894	7508	334643
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygosaccharomyces	genus	Zygosaccharomyces	4953	16.4094	3.3568	6027	367289
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygosaccharomyces|species-Zygosaccharomyces_rouxii	species	Zygosaccharomyces rouxii	4956	14.4199	2.5641	2177	150972
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Hyphopichia	genus	Hyphopichia	507510	21.3887	4.3753	7322	342330
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Hyphopichia|species-Hyphopichia_burtonii	species	Hyphopichia burtonii	717740	21.3887	3.8032	7322	342330
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces	genus	Debaryomyces	4958	21.4698	4.3919	7153	333165
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces|species-Debaryomyces_hansenii	species	Debaryomyces hansenii	4959	21.8773	3.8901	7142	326457
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida	genus	Candida	1535326	20.9332	4.2822	12342	589591
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida|species-Candida_parapsilosis	species	Candida parapsilosis	5480	21.1756	3.7653	6607	312010
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycodaceae|genus-Saccharomycodes	genus	Saccharomycodes	36034	22.9873	4.7024	6293	273760
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycodaceae|genus-Saccharomycodes|species-Saccharomycodes_ludwigii	species	Saccharomycodes ludwigii	36035	22.9873	4.0875	6293	273760
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Wickerhamomyces	genus	Wickerhamomyces	599737	18.5197	3.7885	5025	271332
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Wickerhamomyces|species-Wickerhamomyces_ciferrii	species	Wickerhamomyces ciferrii	1041607	18.5197	3.2931	5025	271332
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina	genus	Diutina	1910789	22.7765	4.6592	7433	326345
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina|species-Diutina_rugosa	species	Diutina rugosa	5481	22.7765	4.05	7433	326345
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Trichomonascaceae|genus-Sugiyamaella	genus	Sugiyamaella	410829	21.3539	4.3682	7261	340032
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Trichomonascaceae|genus-Sugiyamaella|species-Sugiyamaella_lignohabitans	species	Sugiyamaella lignohabitans	796027	21.3539	3.797	7261	340032
phylum-Ascomycota|class-Pneumocystidomycetes	class	Pneumocystidomycetes	147553	12.3772	9.5014	6302	509161
phylum-Ascomycota|class-Pneumocystidomycetes|order-Pneumocystidales	order	Pneumocystidales	37987	12.3772	7.3412	6302	509161
phylum-Ascomycota|class-Pneumocystidomycetes|order-Pneumocystidales|family-Pneumocystidaceae|genus-Pneumocystis	genus	Pneumocystis	4753	12.3772	2.5319	6302	509161
phylum-Ascomycota|class-Pneumocystidomycetes|order-Pneumocystidales|family-Pneumocystidaceae|genus-Pneumocystis|species-Pneumocystis_jirovecii	species	Pneumocystis jirovecii	42068	13.8538	2.4634	3478	251051
phylum-Basidiomycota	phylum	Basidiomycota	5204	14.4374	37.0565	51615	3575088
phylum-Basidiomycota|class-Microbotryomycetes	class	Microbotryomycetes	162481	9.2042	7.0656	3191	346691
phylum-Basidiomycota|class-Microbotryomycetes|order-Sporidiobolales	order	Sporidiobolales	231213	9.2042	5.4592	3191	346691
phylum-Basidiomycota|class-Microbotryomycetes|order-Sporidiobolales|family-Sporidiobolaceae|genus-Rhodotorula	genus	Rhodotorula	5533	9.2042	1.8828	3191	346691
phylum-Basidiomycota|class-Microbotryomycetes|order-Sporidiobolales|family-Sporidiobolaceae|genus-Rhodotorula|species-Rhodotorula_graminis	species	Rhodotorula graminis	29898	9.4049	1.6723	3182	338334
phylum-Basidiomycota|class-Tremellomycetes	class	Tremellomycetes	155616	11.2321	8.6224	19528	1738583
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales	order	Tremellales	5234	11.2321	6.662	19528	1738583
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus	genus	Cryptococcus	5206	9.8515	2.0153	7172	728010
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_neoformans	species	Cryptococcus neoformans	5207	12.2071	2.1706	3791	310558
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_wingfieldii	species	Cryptococcus wingfieldii	5619	10.1002	1.796	3053	302270
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella	genus	Kwoniella	490731	12.2267	2.5011	12356	1010573
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella|species-Kwoniella_mangrovensis	species	Kwoniella mangrovensis	463800	12.9891	2.3097	4445	342209
phylum-Basidiomycota|class-Ustilaginomycetes	class	Ustilaginomycetes	5257	16.2431	12.4691	7625	469429
phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales	order	Ustilaginales	5267	16.2431	9.6341	7625	469429
phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales|family-Ustilaginaceae|genus-Pseudozyma	genus	Pseudozyma	63298	16.2431	3.3228	7625	469429
phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales|family-Ustilaginaceae|genus-Pseudozyma|species-Pseudozyma_hubeiensis	species	Pseudozyma hubeiensis	327079	19.1141	3.3988	7427	388562
phylum-Basidiomycota|class-Malasseziomycetes	class	Malasseziomycetes	1538075	20.8461	16.0026	21271	1020385
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales	order	Malasseziales	162474	20.8461	12.3642	21271	1020385
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia	genus	Malassezia	55193	20.8461	4.2643	21271	1020385
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia|species-Malassezia_restricta	species	Malassezia restricta	76775	21.6297	3.8461	7534	348317
phylum-Mucoromycota	phylum	Mucoromycota	1913637	9.8356	25.2451	3332	338769
phylum-Mucoromycota|class-Mucoromycetes	class	Mucoromycetes	2212703	9.8356	7.5504	3332	338769
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales	order	Mucorales	4827	9.8356	5.8337	3332	338769
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Rhizopodaceae|genus-Rhizopus	genus	Rhizopus	4842	10.4751	2.1428	3264	311597
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Rhizopodaceae|genus-Rhizopus|species-Rhizopus_microsporus	species	Rhizopus microsporus	58291	11.6338	2.0687	3084	265090
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Mucor	genus	Mucor	4830	2.6709	0.5464	35	13104
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Mucor|species-Mucor_racemosus	species	Mucor racemosus	4841	2.6709	0.4749	35	13104
